# 
# Source: WEBDA
# 
# F1  V vs B-V membership flag
# F2  V vs V-I membership flag
# F3  B-V vs V-I membership flag
# F4  Candidate membership flag
# F5  Binarity flag
# 
# ID    RAh RAm RAs  DE- DEd DEm DEs      V     B-V     V-I  F1 F2 F3 F4 F5
     ID              RAJ2000               DEJ2000     Vmag      B-V      V-I   F1   F2   F3   F4   F5  
    284   118.58359166666666    -60.62148055555556   20.103   -9.999     1.62    0   -1    0   -1    0  
    285   118.58365416666665    -60.83997777777778   14.116    0.523    0.737   -1   -1    1   -1    0  
    286   118.58372083333332    -60.52455277777778   17.129     0.91    1.085   -1   -1    1   -1    0  
    287   118.58387916666666   -61.159508333333335   18.903    1.083    1.249   -1   -1    1   -1    0  
    288   118.58392916666666    -60.52996666666667    15.72    1.118    1.207   -1   -1    1   -1    0  
    289   118.58397916666665    -61.10735555555556   19.145   -9.999     2.62    0    1    0    1    0  
    290   118.58399999999999    -60.73144166666667   17.704    0.886    1.015   -1   -1    1   -1    0  
    291   118.58415416666665    -60.90043055555555    19.86   -9.999    1.635    0   -1    0   -1    0  
    292   118.58421666666666    -61.08661388888889   14.491    0.798     0.97   -1   -1    1   -1    0  
    293   118.58442916666665   -60.490027777777776   18.547    0.897    0.881   -1   -1    1   -1    0  
    294   118.58449583333332   -60.490069444444444    18.64    0.722    0.978   -1   -1    1   -1    0  
    295   118.58482083333332    -60.69982222222222   18.321    0.713    1.054   -1   -1   -1   -1    0  
    296           118.584825    -61.13686388888889   16.991    1.051    1.234   -1   -1    1   -1    0  
    297          118.5849875   -60.792208333333335   19.672   -9.999     1.92    0   -1    0   -1    0  
    298              118.585    -60.92667222222222   19.366   -9.999    0.782    0   -1    0   -1    0  
    299   118.58507916666666   -60.485033333333334   16.118    1.029    1.137   -1   -1    1   -1    0  
    300   118.58545833333334   -60.873044444444446   17.633    1.318     1.41   -1   -1    1   -1    0  
    301   118.58561249999998   -60.841744444444444   13.097    0.554     0.72   -1   -1    1   -1    0  
    302   118.58561666666665              -61.2158   19.178   -9.999    2.065    0   -1    0   -1    0  
    303   118.58579583333334    -60.70836111111112   20.343   -9.999    1.411    0   -1    0   -1    0  
    304   118.58587499999999   -61.007330555555555   17.008    1.072    1.253   -1   -1    1   -1    0  
    305             118.5859   -60.441399999999994   15.413    1.073    1.331   -1    1   -1   -1    0  
    306          118.5859375    -60.70840833333334   20.428   -9.999    1.139    0   -1    0   -1    0  
    307   118.58638749999999    -60.95157777777778   17.818    0.868    1.124   -1   -1    1   -1    0  
    308   118.58664583333332    -60.96628611111112   19.272    1.183    0.784   -1   -1   -1   -1    0  
    309   118.58688333333333    -60.50933611111111   18.532    0.698    1.035   -1   -1   -1   -1    0  
    310   118.58689166666666   -61.103366666666666   16.435    1.299    1.461   -1   -1    1   -1    0  
    311   118.58696666666665    -60.72455277777778   18.937    1.262    2.069   -1   -1   -1   -1    0  
    312   118.58714166666665    -61.10089444444444   19.108   -9.999     1.18    0   -1    0   -1    0  
    313   118.58715833333332    -60.33824444444445   19.231    1.609     2.01    1   -1    1   -1    0  
    314   118.58721249999998    -60.62713055555555   18.569    1.219    1.172   -1   -1   -1   -1    0  
    315   118.58734166666666            -61.026125   18.022    0.784    1.014   -1   -1    1   -1    0  
    316   118.58747083333333   -61.032627777777776   18.671    0.917    1.392   -1   -1   -1   -1    0  
    317   118.58761249999999    -60.45221111111111   17.072    1.424    1.779    1    1    1    1    0  
    318   118.58785416666666    -60.43445833333333   17.439    1.115    1.206   -1   -1    1   -1    0  
    319           118.587925    -60.39353888888889    17.13    0.689    0.853   -1   -1    1   -1    0  
    320          118.5881125    -61.21145833333333   17.944    0.843    0.983   -1   -1    1   -1    0  
    321   118.58814583333333    -61.04809722222222   19.167    0.545    1.088   -1   -1   -1   -1    0  
    322   118.58814999999998   -60.970333333333336   18.283    1.659    2.406    1    1    1    1    0  
    323   118.58829583333332            -60.637375   20.014   -9.999    1.508    0   -1    0   -1    0  
    324   118.58834999999999   -61.188399999999994   14.802    1.128    1.294    1    1    1    1    1  
    325   118.58836666666666    -60.34370833333334   18.014    1.007    1.109   -1   -1    1   -1    0  
    326   118.58852916666666   -60.326905555555555   19.505   -9.999     1.98    0   -1    0   -1    0  
    327           118.588775   -61.125502777777776   17.152    1.064    1.185   -1   -1    1   -1    0  
    328   118.58887083333332    -60.73798888888889   17.579    0.842    1.071   -1   -1    1   -1    0  
    329   118.58891249999999   -61.146633333333334   17.439    0.898    1.138   -1   -1    1   -1    0  
    330   118.58907083333332    -60.89340277777778    18.43    0.718    0.877   -1   -1    1   -1    0  
    331   118.58927499999999   -60.438913888888884   19.997     0.34    0.589   -1   -1    1   -1    0  
    332   118.58931249999999    -61.19531944444444   19.655   -9.999    2.399    0   -1    0   -1    0  
    333   118.58941666666666    -60.37045277777778   16.792     1.43    1.753    1    1    1    1    0  
    334   118.58949999999999    -60.68785833333333   20.125   -9.999    2.264    0   -1    0   -1    0  
    335          118.5896375    -61.17604722222222    15.87    0.841    1.034   -1   -1    1   -1    0  
    336   118.58984583333333    -61.09677777777778   16.325      0.7    0.897   -1   -1    1   -1    0  
    337   118.58991249999998   -60.693524999999994   20.665   -9.999    2.474    0   -1    0   -1    0  
    338   118.58992083333332            -61.165825   15.143    0.743    0.988   -1   -1   -1   -1    0  
    339   118.58999166666665   -60.465650000000004   19.092     1.45    1.767   -1   -1    1   -1    0  
    340   118.59037083333332   -60.832302777777784   18.642    0.946    1.042   -1   -1    1   -1    0  
    341   118.59044999999999   -60.462025000000004    17.76    0.821    0.942   -1   -1    1   -1    0  
    342   118.59045833333332    -60.36353888888889    19.14    0.665    1.094   -1   -1   -1   -1    0  
    343   118.59052083333333    -61.03392777777778   20.244   -9.999    1.792    0   -1    0   -1    0  
    344   118.59062083333332    -60.91409722222222   19.017    0.595    1.322   -1   -1   -1   -1    0  
    345   118.59062499999999   -60.644891666666666   20.269   -9.999     1.79    0   -1    0   -1    0  
    346   118.59070416666667    -60.47593611111111   17.413    1.032    1.218   -1   -1    1   -1    0  
    347   118.59129583333332    -60.73041388888889   18.422    0.857    1.055   -1   -1    1   -1    0  
    348   118.59134166666665    -60.72486388888889   19.712   -9.999    1.158    0   -1    0   -1    0  
    349   118.59144166666665    -60.84506944444445   19.202   -9.999    0.942    0   -1    0   -1    0  
    350   118.59162083333334    -60.99602222222222   19.177   -9.999    1.992    0   -1    0   -1    0  
    351          118.5916625             -60.34725   20.306   -9.999    1.263    0   -1    0   -1    0  
    352          118.5916625    -60.35026944444444   19.464   -9.999    1.472    0   -1    0   -1    0  
    353   118.59166666666665    -60.36570277777778   19.315   -9.999     2.34    0   -1    0   -1    0  
    354   118.59172916666667    -61.19799999999999   17.376    1.421    1.705    1   -1    1   -1    0  
    355   118.59189166666667    -60.95053333333334   19.901   -9.999    2.415    0   -1    0   -1    0  
    356   118.59190416666667            -60.978825   17.533    0.792    1.074   -1   -1   -1   -1    0  
    357   118.59202083333332    -60.42658333333333   16.032    0.689    0.847   -1   -1    1   -1    0  
    358   118.59204999999999    -60.39047222222222   19.293    0.776     0.88   -1   -1    1   -1    0  
    359   118.59228749999998   -60.875994444444444   17.758    0.935    1.036   -1   -1    1   -1    0  
    360   118.59230416666666    -61.02343055555556   19.237    0.669    1.077   -1   -1   -1   -1    0  
    361   118.59231666666666   -60.879558333333335   19.402   -9.999    1.916    0   -1    0   -1    0  
    362   118.59235833333332    -60.44535833333333   20.495   -9.999    1.457    0   -1    0   -1    0  
    363   118.59244166666666   -60.440530555555554   19.803     0.69    1.273   -1   -1   -1   -1    0  
    364   118.59248749999999    -60.89413611111111   18.778   -9.999    1.982    0   -1    0   -1    0  
    365   118.59287499999999    -60.54461388888889   18.375    0.877    1.088   -1   -1    1   -1    0  
    366   118.59320833333332    -60.49250833333333   17.527    0.646    0.899   -1   -1    1   -1    0  
    367   118.59330416666666   -60.766752777777775   19.924   -9.999    1.486    0   -1    0   -1    0  
    368   118.59349583333332              -60.3425   19.163    1.317    1.652   -1   -1    1   -1    0  
    369   118.59351249999999    -60.39463055555556   17.688    1.434    1.706    1   -1    1   -1    0  
    370   118.59358333333331    -60.35673888888889   18.293    1.333    1.627   -1   -1    1   -1    0  
    371   118.59370416666665    -60.60310555555556     17.1    0.964    1.211   -1   -1    1   -1    0  
    372   118.59370833333332    -60.57794444444445   16.335    0.555    1.268   -1   -1   -1   -1    0  
    373   118.59414583333333    -61.19692777777777   19.972   -9.999    1.963    0   -1    0   -1    0  
    374   118.59415833333333    -60.46402777777778   19.955   -9.999     1.91    0   -1    0   -1    0  
    375   118.59420833333333   -60.490605555555554   18.584    0.978    1.365   -1   -1   -1   -1    0  
    376   118.59420833333333   -60.510644444444445   17.138    0.921    1.041   -1   -1    1   -1    0  
    377   118.59420833333333               -60.555     19.7   -9.999    1.704    0   -1    0   -1    0  
    378   118.59429583333333    -60.92061388888889   17.081    0.834    1.138   -1   -1   -1   -1    0  
    379   118.59439583333332    -60.75608888888889   17.892    1.029    1.137   -1   -1    1   -1    0  
    380   118.59441249999999   -60.833336111111116   16.804    0.875    1.092   -1   -1    1   -1    0  
    381   118.59442083333332   -60.370669444444445   19.603   -9.999    1.677    0   -1    0   -1    0  
    382   118.59482916666666   -60.591297222222224   18.183    0.876    1.101   -1   -1    1   -1    0  
    383   118.59488333333333    -61.01666111111111   14.184    0.622    0.834   -1   -1    1   -1    0  
    384   118.59492916666666    -60.39843333333333   15.727     0.99    1.105   -1   -1    1   -1    0  
    385   118.59502916666666   -60.701544444444444   19.761   -9.999    1.246    0   -1    0   -1    0  
    386   118.59567916666666    -60.85265833333334   20.027   -9.999     2.05    0   -1    0   -1    0  
    387   118.59572916666666    -60.95488888888889   19.512    0.829    1.012   -1   -1    1   -1    0  
    388   118.59582499999999    -60.69521111111111   19.262   -9.999    1.616    0   -1    0   -1    0  
    389          118.5958625   -60.975633333333334   20.019   -9.999    1.606    0   -1    0   -1    0  
    390   118.59594999999999   -60.695188888888886   19.011   -9.999    1.272    0   -1    0   -1    0  
    391   118.59601249999999    -60.81373333333333   15.914    0.687    0.913   -1   -1    1   -1    0  
    392   118.59602083333331    -60.75590277777778   18.564   -9.999    1.201    0   -1    0   -1    0  
    393   118.59602083333331    -61.12173055555556   19.776   -9.999    1.194    0   -1    0   -1    0  
    394   118.59616666666666    -60.68606111111111   17.928    1.654    2.285    1    1    1    1    0  
    395             118.5962   -60.640855555555554   20.516   -9.999    1.869    0   -1    0   -1    0  
    396   118.59634999999999            -60.949625   18.194    0.712    1.012   -1   -1   -1   -1    0  
    397   118.59662083333332    -60.57924444444445   13.353    0.766    0.901    1    1    1    1    1  
    398   118.59670833333332    -60.35700555555556   18.829    0.696    0.919   -1   -1    1   -1    0  
    399          118.5967125    -61.08338888888889   19.358   -9.999    1.125    0   -1    0   -1    0  
    400   118.59679583333332   -60.375255555555555   20.355    0.623    0.173   -1   -1   -1   -1    0  
    401   118.59679999999999    -61.17681111111111   18.057    1.036    1.073   -1   -1    1   -1    0  
    402   118.59682916666665    -60.47280555555556   17.436    0.796    0.965   -1   -1    1   -1    0  
    403   118.59700416666665    -60.82133055555556   20.043   -9.999    1.705    0   -1    0   -1    0  
    404   118.59708333333333   -60.358291666666666   15.745    0.585    0.749   -1   -1    1   -1    0  
    405   118.59749583333333    -60.50490277777778   16.448    1.093    1.267   -1   -1    1   -1    0  
    406             118.5975    -60.36526111111111    17.67    0.586    0.859   -1   -1    1   -1    0  
    407   118.59750416666665    -61.17166944444444   19.413    0.815    1.118   -1   -1   -1   -1    0  
    408   118.59762916666666    -60.37739722222222   19.328    0.999    0.885   -1   -1   -1   -1    0  
    409          118.5976625    -60.69012222222222   18.428    0.631    1.057   -1   -1   -1   -1    0  
    410   118.59824583333332   -60.879244444444446   16.534    0.946    1.102   -1   -1    1   -1    0  
    411   118.59833333333333   -60.493880555555556   18.866    1.311    1.567   -1   -1    1   -1    0  
    412   118.59838333333332   -60.865008333333336   15.784    1.335    1.616    1    1    1    1    1  
    413   118.59843333333333    -60.66851111111111    17.37    0.787    1.022   -1   -1    1   -1    0  
    414   118.59845416666666   -60.987097222222225   14.999    1.068    1.265    1    1    1    1    1  
    415   118.59852499999998   -60.432027777777776   20.085     0.36    1.314   -1   -1   -1   -1    0  
    416   118.59852916666665    -61.13973055555555    19.49   -9.999    1.757    0   -1    0   -1    0  
    417           118.598575   -60.611605555555556   19.163   -9.999    1.554    0   -1    0   -1    0  
    418   118.59887083333334    -60.47416388888889   14.633    1.051    1.146    1    1    1    1    0  
    419   118.59899166666666    -60.98198611111111   16.964    1.138     1.46   -1   -1   -1   -1    0  
    420           118.599075    -60.50886111111111   18.895    0.955    1.198   -1   -1    1   -1    0  
    421   118.59910416666665    -60.42205555555555   17.247    0.999    1.211   -1   -1    1   -1    0  
    422          118.5992625   -60.391711111111114   18.077     0.97    1.126   -1   -1    1   -1    0  
    423   118.59932083333332   -60.649499999999996   17.015    0.739    1.027   -1   -1   -1   -1    0  
    424   118.59947916666665    -60.66473611111111   17.681    0.958    1.035   -1   -1    1   -1    0  
    425   118.59957083333332   -60.640258333333335   18.954   -9.999    1.721    0   -1    0   -1    0  
    426          118.5997625   -61.184099999999994   14.962    1.232    1.384    1    1    1    1    1  
    427   118.59982916666667   -61.075025000000004   18.183    0.786    0.911   -1   -1    1   -1    0  
    428   118.59986666666666   -60.578097222222226   16.541   -9.999    1.202    0   -1    0   -1    0  
